Name,Setter,Ascensionist Count,Angle,V Grade,Holds
Small Potatoes,demyanek,190,15,5,"[[(56, 8), 'Feet'], [(32, 16), 'Feet'], [(32, 24), 'Feet'], [(120, 88), 'Feet'], [(80, 96), 'Hand'], [(96, 120), 'Hand'], [(112, 152), 'Finish'], [(44, 60), 'Starting'], [(76, 60), 'Starting'], [(108, 60), 'Feet'], [(52, 84), 'Hand'], [(84, 132), 'Hand']]"
Clockworks,Hamiter,55,40,5,"[[(72, 40), 'Starting'], [(32, 48), 'Feet'], [(88, 64), 'Feet'], [(48, 72), 'Hand'], [(64, 88), 'Hand'], [(64, 112), 'Hand'], [(96, 128), 'Hand'], [(104, 144), 'Hand'], [(112, 152), 'Finish'], [(68, 4), 'Feet'], [(76, 28), 'Feet']]"
the real rain,cliff_shredder,48,40,8,"[[(40, 40), 'Starting'], [(56, 64), 'Hand'], [(56, 104), 'Hand'], [(96, 128), 'Hand'], [(96, 144), 'Hand'], [(112, 152), 'Finish'], [(44, 4), 'Feet'], [(28, 60), 'Feet'], [(116, 100), 'Feet']]"
Nicks Pinches,nickwedge,73,0,3,"[[(136, 8), 'Feet'], [(128, 40), 'Starting'], [(128, 56), 'Feet'], [(96, 64), 'Feet'], [(88, 72), 'Hand'], [(128, 80), 'Hand'], [(96, 88), 'Hand'], [(88, 120), 'Hand'], [(112, 152), 'Finish']]"
Hippo Pinch,Matadorlee,65,30,5,"[[(128, 8), 'Feet'], [(120, 48), 'Starting'], [(96, 56), 'Hand'], [(136, 56), 'Starting'], [(80, 72), 'Hand'], [(56, 104), 'Hand'], [(88, 104), 'Hand'], [(64, 136), 'Hand'], [(96, 152), 'Finish'], [(92, 4), 'Feet'], [(68, 68), 'Feet']]"
Reece’s root,reece,118,0,1,"[[(56, 16), 'Feet'], [(64, 16), 'Feet'], [(64, 48), 'Starting'], [(48, 56), 'Starting'], [(72, 64), 'Feet'], [(72, 80), 'Hand'], [(48, 88), 'Hand'], [(96, 96), 'Feet'], [(72, 112), 'Hand'], [(96, 120), 'Hand'], [(112, 152), 'Finish']]"
Botanical Gardens,jackczen,79,40,6,"[[(88, 32), 'Starting'], [(104, 56), 'Hand'], [(88, 96), 'Hand'], [(88, 112), 'Hand'], [(64, 128), 'Hand'], [(64, 152), 'Finish'], [(100, 4), 'Feet'], [(116, 36), 'Feet'], [(84, 52), 'Feet'], [(92, 92), 'Feet']]"
bph86,brianharrington,47,30,4,"[[(32, 16), 'Feet'], [(80, 32), 'Starting'], [(56, 40), 'Starting'], [(56, 56), 'Hand'], [(48, 72), 'Hand'], [(64, 96), 'Hand'], [(48, 112), 'Hand'], [(128, 112), 'Feet'], [(88, 136), 'Hand'], [(80, 144), 'Hand'], [(112, 152), 'Finish']]"
End of the Semester,frankystamour,81,30,5,"[[(112, 32), 'Starting'], [(88, 48), 'Starting'], [(136, 56), 'Feet'], [(112, 72), 'Hand'], [(80, 96), 'Hand'], [(120, 104), 'Hand'], [(128, 112), 'Hand'], [(136, 136), 'Hand'], [(112, 152), 'Finish'], [(124, 4), 'Feet'], [(140, 28), 'Feet']]"
Pucker Up,importedbean,62,40,3,"[[(8, 24), 'Starting'], [(32, 40), 'Starting'], [(32, 64), 'Hand'], [(72, 80), 'Hand'], [(72, 112), 'Hand'], [(104, 128), 'Hand'], [(104, 152), 'Finish'], [(4, 4), 'Feet'], [(68, 36), 'Feet'], [(76, 60), 'Feet']]"
No match,ThiLou,48,10,5,"[[(80, 48), 'Hand'], [(64, 56), 'Hand'], [(88, 96), 'Hand'], [(40, 120), 'Hand'], [(72, 152), 'Finish'], [(60, 4), 'Feet'], [(52, 4), 'Feet'], [(28, 4), 'Feet'], [(84, 20), 'Feet'], [(36, 52), 'Starting'], [(28, 60), 'Starting'], [(68, 84), 'Feet'], [(92, 108), 'Hand'], [(68, 116), 'Hand'], [(36, 132), 'Hand']]"
Flowery,qtbock,60,30,3,"[[(80, 32), 'Starting'], [(72, 40), 'Starting'], [(56, 72), 'Hand'], [(96, 88), 'Hand'], [(96, 104), 'Hand'], [(120, 112), 'Hand'], [(112, 144), 'Hand'], [(128, 152), 'Finish'], [(92, 4), 'Feet'], [(52, 4), 'Feet'], [(116, 52), 'Feet'], [(140, 92), 'Feet']]"
Beta v12 [7x10mod],apalmer,69,30,8,"[[(40, 112), 'Hand'], [(96, 152), 'Finish'], [(108, 44), 'Feet'], [(36, 52), 'Feet'], [(92, 60), 'Starting'], [(68, 68), 'Starting'], [(52, 84), 'Hand'], [(76, 92), 'Hand'], [(84, 116), 'Hand'], [(68, 132), 'Hand']]"
warm up #0,jk_47,44,0,0,"[[(40, 8), 'Feet'], [(8, 8), 'Feet'], [(16, 40), 'Starting'], [(64, 56), 'Feet'], [(24, 64), 'Hand'], [(48, 80), 'Hand'], [(40, 88), 'Hand'], [(56, 112), 'Hand'], [(32, 128), 'Hand'], [(32, 136), 'Hand'], [(32, 152), 'Finish']]"
Size Friendly Mayhaps,GirthQuake,43,40,4,"[[(96, 8), 'Feet'], [(88, 8), 'Feet'], [(96, 24), 'Starting'], [(112, 32), 'Starting'], [(96, 64), 'Hand'], [(112, 72), 'Hand'], [(128, 88), 'Hand'], [(112, 96), 'Hand'], [(112, 112), 'Hand'], [(96, 120), 'Hand'], [(96, 128), 'Hand'], [(72, 144), 'Hand'], [(72, 152), 'Finish'], [(68, 4), 'Feet'], [(124, 44), 'Feet'], [(140, 44), 'Feet'], [(140, 60), 'Feet'], [(108, 76), 'Feet'], [(84, 84), 'Feet'], [(132, 84), 'Feet'], [(100, 100), 'Feet']]"
Pinch King 👑,Shawn_lab06,42,0,3,"[[(64, 40), 'Starting'], [(104, 40), 'Starting'], [(64, 72), 'Hand'], [(96, 88), 'Hand'], [(72, 104), 'Hand'], [(104, 136), 'Hand'], [(64, 152), 'Finish'], [(100, 4), 'Feet'], [(84, 20), 'Feet'], [(100, 116), 'Hand']]"
Pinch Feet,GirthQuake,50,0,4,"[[(88, 16), 'Feet'], [(104, 32), 'Starting'], [(64, 40), 'Feet'], [(96, 56), 'Feet'], [(40, 64), 'Feet'], [(80, 80), 'Hand'], [(120, 80), 'Hand'], [(128, 80), 'Hand'], [(56, 96), 'Hand'], [(88, 96), 'Hand'], [(32, 128), 'Hand'], [(48, 128), 'Hand'], [(8, 152), 'Finish'], [(140, 4), 'Feet']]"
Dai's Gamba Juice,AlexanderMegos,305,40,10,"[[(8, 24), 'Feet'], [(16, 48), 'Feet'], [(24, 56), 'Starting'], [(56, 80), 'Hand'], [(80, 120), 'Hand'], [(112, 152), 'Finish'], [(28, 60), 'Feet'], [(84, 84), 'Hand']]"
Prev Boulder - Stretch V2,BKBChicago,59,0,1,"[[(80, 40), 'Feet'], [(56, 56), 'Starting'], [(72, 88), 'Hand'], [(48, 104), 'Hand'], [(88, 112), 'Hand'], [(72, 136), 'Hand'], [(56, 152), 'Finish'], [(68, 20), 'Feet'], [(100, 20), 'Feet']]"
Hail Hydra!,will_avelar,41,40,5,"[[(64, 16), 'Feet'], [(96, 16), 'Starting'], [(64, 32), 'Feet'], [(72, 40), 'Hand'], [(80, 56), 'Feet'], [(112, 56), 'Starting'], [(64, 72), 'Hand'], [(40, 88), 'Hand'], [(104, 88), 'Feet'], [(48, 96), 'Hand'], [(48, 104), 'Hand'], [(72, 120), 'Hand'], [(64, 144), 'Finish'], [(64, 152), 'Finish'], [(116, 4), 'Feet'], [(84, 4), 'Feet'], [(76, 4), 'Feet'], [(68, 4), 'Feet'], [(36, 52), 'Feet'], [(68, 52), 'Feet'], [(68, 68), 'Feet']]"
v5/ Benny the bull,BKBChicago,247,0,3,"[[(56, 32), 'Feet'], [(88, 32), 'Starting'], [(96, 32), 'Starting'], [(96, 56), 'Hand'], [(64, 72), 'Hand'], [(72, 96), 'Hand'], [(72, 104), 'Hand'], [(80, 120), 'Hand'], [(72, 136), 'Hand'], [(72, 152), 'Finish'], [(100, 4), 'Feet'], [(84, 4), 'Feet'], [(100, 20), 'Feet'], [(52, 52), 'Feet'], [(44, 76), 'Feet']]"
JDG010,ThickYosh,94,40,5,"[[(112, 24), 'Starting'], [(72, 40), 'Hand'], [(96, 40), 'Starting'], [(96, 48), 'Hand'], [(72, 88), 'Hand'], [(48, 104), 'Hand'], [(48, 120), 'Hand'], [(40, 136), 'Hand'], [(80, 152), 'Finish'], [(68, 4), 'Feet'], [(84, 52), 'Feet']]"
Olaf of Midgard,Altairego,154,30,4,"[[(112, 8), 'Feet'], [(104, 48), 'Starting'], [(120, 56), 'Starting'], [(88, 72), 'Hand'], [(88, 80), 'Hand'], [(64, 96), 'Hand'], [(80, 112), 'Hand'], [(40, 120), 'Hand'], [(40, 152), 'Finish'], [(108, 28), 'Feet'], [(76, 44), 'Feet'], [(52, 68), 'Feet'], [(20, 84), 'Feet']]"
5 tiucriC rewoP,theamykins,52,45,4,"[[(128, 40), 'Starting'], [(96, 48), 'Starting'], [(88, 72), 'Hand'], [(80, 88), 'Hand'], [(72, 112), 'Hand'], [(88, 152), 'Finish'], [(140, 4), 'Feet'], [(60, 60), 'Feet'], [(52, 68), 'Feet']]"
Try it for the Flash,Felix123,42,35,7,"[[(96, 8), 'Starting'], [(104, 40), 'Starting'], [(112, 80), 'Hand'], [(136, 96), 'Hand'], [(104, 120), 'Hand'], [(104, 128), 'Hand'], [(64, 152), 'Finish'], [(124, 4), 'Feet']]"
Project Brother,timboslice,45,15,3,"[[(32, 8), 'Feet'], [(56, 24), 'Feet'], [(40, 40), 'Starting'], [(48, 48), 'Starting'], [(96, 56), 'Feet'], [(56, 64), 'Hand'], [(96, 88), 'Hand'], [(56, 104), 'Hand'], [(72, 136), 'Hand'], [(40, 152), 'Finish']]"
Shambala,AntoineBern,49,30,6,"[[(24, 32), 'Starting'], [(64, 72), 'Hand'], [(56, 80), 'Hand'], [(96, 88), 'Hand'], [(72, 136), 'Finish'], [(20, 4), 'Feet'], [(92, 44), 'Feet'], [(52, 52), 'Feet']]"
Outer limits,Lucas,56,0,3,"[[(56, 16), 'Feet'], [(64, 32), 'Starting'], [(72, 40), 'Starting'], [(104, 64), 'Feet'], [(56, 72), 'Hand'], [(96, 72), 'Feet'], [(64, 96), 'Hand'], [(104, 96), 'Hand'], [(64, 112), 'Hand'], [(104, 128), 'Hand'], [(104, 152), 'Finish']]"
The straight and narrow,Evye,418,25,4,"[[(88, 24), 'Feet'], [(72, 48), 'Starting'], [(48, 72), 'Hand'], [(88, 72), 'Feet'], [(64, 80), 'Hand'], [(48, 96), 'Hand'], [(64, 120), 'Hand'], [(48, 136), 'Hand'], [(64, 152), 'Finish'], [(100, 4), 'Feet']]"
Trapped in a Blender,Cole_pole,50,40,8,"[[(56, 80), 'Hand'], [(8, 88), 'Starting'], [(56, 88), 'Hand'], [(88, 104), 'Hand'], [(96, 120), 'Hand'], [(104, 136), 'Hand'], [(72, 152), 'Finish'], [(60, 28), 'Feet'], [(52, 36), 'Feet'], [(60, 44), 'Feet'], [(52, 52), 'Feet'], [(68, 52), 'Feet'], [(44, 60), 'Feet'], [(92, 76), 'Feet']]"
Ow My Shoulder,stone.gardens,41,40,3,"[[(16, 40), 'Starting'], [(24, 40), 'Starting'], [(16, 64), 'Hand'], [(48, 64), 'Hand'], [(40, 88), 'Hand'], [(80, 96), 'Hand'], [(48, 112), 'Hand'], [(64, 128), 'Hand'], [(56, 152), 'Finish'], [(36, 4), 'Feet'], [(4, 4), 'Feet']]"
spider baby,miriamborgstrom,119,20,4,"[[(112, 40), 'Feet'], [(72, 56), 'Feet'], [(112, 56), 'Feet'], [(48, 64), 'Feet'], [(104, 64), 'Starting'], [(32, 72), 'Feet'], [(112, 88), 'Starting'], [(88, 112), 'Hand'], [(56, 128), 'Hand'], [(40, 152), 'Finish'], [(56, 152), 'Finish']]"
Nicotine is Cancerous,BKBChicago,75,0,4,"[[(88, 24), 'Feet'], [(80, 48), 'Starting'], [(48, 72), 'Starting'], [(64, 88), 'Hand'], [(32, 112), 'Hand'], [(64, 136), 'Hand'], [(72, 152), 'Finish']]"
Touchstone Party V3?,GW_Kilter,1191,0,2,"[[(80, 8), 'Feet'], [(56, 8), 'Feet'], [(72, 40), 'Starting'], [(80, 40), 'Feet'], [(48, 64), 'Feet'], [(72, 80), 'Hand'], [(112, 80), 'Feet'], [(72, 96), 'Hand'], [(88, 112), 'Hand'], [(112, 120), 'Feet'], [(80, 128), 'Hand'], [(88, 152), 'Finish']]"
🍏🍎🍐🍊🍋🍌🍉🍇🍓🍈🍒🍑🥭🍍🥥🥝🍅🍆🥑🥦🥕🌽🌶🥒🥬🥔🍠🥐🥯🍞🍳🥚🧀🥨🥖🥞🥓🥩🍗🍖🍕🍟🍔🌭🦴🥪🥙🌮🌯🥗🍲,banana123,111,40,4,"[[(56, 24), 'Starting'], [(32, 40), 'Starting'], [(56, 64), 'Hand'], [(72, 64), 'Hand'], [(64, 96), 'Hand'], [(88, 112), 'Hand'], [(72, 136), 'Hand'], [(72, 152), 'Finish'], [(68, 4), 'Feet'], [(36, 4), 'Feet'], [(28, 4), 'Feet'], [(68, 36), 'Feet'], [(92, 76), 'Feet']]"
unknown #40,spalermo,50,10,1,"[[(32, 16), 'Feet'], [(48, 32), 'Feet'], [(24, 56), 'Hand'], [(48, 56), 'Starting'], [(56, 56), 'Starting'], [(32, 88), 'Hand'], [(40, 104), 'Hand'], [(72, 112), 'Hand'], [(72, 136), 'Hand'], [(96, 152), 'Finish'], [(68, 68), 'Feet'], [(76, 76), 'Feet'], [(84, 84), 'Feet']]"
Slum Easy 7x10 edit,hwilly,46,30,1,"[[(32, 40), 'Feet'], [(48, 48), 'Feet'], [(40, 72), 'Feet'], [(72, 80), 'Starting'], [(40, 88), 'Starting'], [(32, 96), 'Feet'], [(56, 112), 'Hand'], [(32, 128), 'Hand'], [(40, 152), 'Hand'], [(56, 152), 'Hand'], [(72, 152), 'Finish']]"
Jump?,kanghsing,76,10,6,"[[(48, 64), 'Hand'], [(64, 96), 'Hand'], [(96, 120), 'Hand'], [(120, 152), 'Finish'], [(36, 4), 'Feet'], [(4, 4), 'Feet'], [(20, 36), 'Starting'], [(12, 60), 'Starting'], [(108, 76), 'Feet']]"
sus,djmooney,48,40,2,"[[(48, 32), 'Starting'], [(64, 32), 'Starting'], [(64, 64), 'Hand'], [(88, 80), 'Hand'], [(80, 96), 'Hand'], [(80, 104), 'Hand'], [(56, 120), 'Hand'], [(64, 120), 'Hand'], [(72, 136), 'Hand'], [(72, 152), 'Finish'], [(60, 4), 'Feet'], [(52, 4), 'Feet'], [(28, 4), 'Feet'], [(92, 28), 'Feet'], [(68, 52), 'Feet'], [(116, 52), 'Feet'], [(36, 68), 'Feet'], [(68, 68), 'Feet'], [(52, 84), 'Feet']]"
Left for dead,joshuabrahams,123,25,5,"[[(32, 8), 'Feet'], [(32, 24), 'Starting'], [(16, 32), 'Starting'], [(8, 48), 'Feet'], [(48, 64), 'Hand'], [(40, 80), 'Hand'], [(48, 88), 'Hand'], [(16, 96), 'Hand'], [(56, 104), 'Hand'], [(32, 120), 'Hand'], [(72, 152), 'Finish'], [(20, 4), 'Feet'], [(20, 84), 'Feet']]"
unknown v7,dylanchase22,66,20,4,"[[(56, 32), 'Feet'], [(80, 32), 'Feet'], [(72, 40), 'Starting'], [(72, 64), 'Hand'], [(72, 96), 'Hand'], [(32, 112), 'Feet'], [(80, 136), 'Hand'], [(40, 152), 'Finish'], [(56, 152), 'Hand'], [(84, 4), 'Feet'], [(76, 108), 'Feet'], [(68, 116), 'Feet']]"
Hook it up,jwebxl,101,30,6,"[[(88, 48), 'Starting'], [(48, 56), 'Starting'], [(56, 96), 'Hand'], [(56, 104), 'Hand'], [(96, 120), 'Hand'], [(88, 144), 'Hand'], [(104, 152), 'Finish'], [(44, 28), 'Feet'], [(28, 44), 'Feet'], [(76, 108), 'Feet']]"
Streeching,arika,48,20,5,"[[(40, 32), 'Starting'], [(40, 64), 'Hand'], [(64, 72), 'Hand'], [(56, 104), 'Hand'], [(96, 112), 'Hand'], [(96, 128), 'Hand'], [(104, 136), 'Hand'], [(56, 152), 'Finish'], [(36, 4), 'Feet'], [(36, 36), 'Feet'], [(100, 100), 'Feet']]"
idek,imnosetter,93,25,2,"[[(64, 16), 'Feet'], [(80, 16), 'Feet'], [(56, 40), 'Starting'], [(80, 40), 'Starting'], [(112, 40), 'Feet'], [(72, 64), 'Hand'], [(104, 72), 'Hand'], [(120, 88), 'Hand'], [(128, 88), 'Hand'], [(128, 104), 'Hand'], [(112, 128), 'Hand'], [(128, 152), 'Finish'], [(140, 76), 'Feet'], [(108, 92), 'Feet']]"
The Hard Core,Noah_Colvin,82,0,1,"[[(88, 48), 'Starting'], [(72, 56), 'Starting'], [(72, 72), 'Hand'], [(88, 72), 'Hand'], [(56, 96), 'Hand'], [(96, 96), 'Hand'], [(80, 112), 'Hand'], [(80, 128), 'Hand'], [(80, 144), 'Hand'], [(88, 152), 'Finish'], [(84, 4), 'Feet'], [(68, 20), 'Feet'], [(68, 84), 'Feet'], [(84, 84), 'Feet'], [(84, 116), 'Feet']]"
Sus,kilterjackie,56,10,1,"[[(56, 16), 'Feet'], [(32, 24), 'Feet'], [(40, 40), 'Feet'], [(32, 48), 'Feet'], [(88, 56), 'Starting'], [(56, 64), 'Starting'], [(72, 64), 'Hand'], [(72, 80), 'Hand'], [(40, 88), 'Hand'], [(56, 112), 'Hand'], [(56, 120), 'Hand'], [(72, 136), 'Hand'], [(72, 152), 'Finish']]"
ksh,kwon,63,15,5,"[[(24, 24), 'Starting'], [(8, 64), 'Hand'], [(8, 104), 'Hand'], [(64, 120), 'Hand'], [(104, 120), 'Hand'], [(32, 128), 'Hand'], [(104, 128), 'Hand'], [(120, 152), 'Finish'], [(36, 4), 'Feet'], [(12, 4), 'Feet'], [(20, 52), 'Feet'], [(4, 84), 'Hand'], [(84, 84), 'Feet'], [(100, 84), 'Feet'], [(140, 124), 'Feet']]"
My liege’s climb,Hangar18SC,45,0,0,"[[(80, 40), 'Feet'], [(48, 48), 'Feet'], [(56, 56), 'Feet'], [(72, 64), 'Feet'], [(48, 72), 'Feet'], [(56, 72), 'Starting'], [(72, 80), 'Starting'], [(56, 96), 'Hand'], [(72, 96), 'Hand'], [(80, 96), 'Feet'], [(72, 112), 'Hand'], [(88, 112), 'Hand'], [(72, 136), 'Hand'], [(80, 136), 'Hand'], [(72, 152), 'Finish'], [(88, 152), 'Finish']]"
fruits of the happening,kmoncrieff,63,40,6,"[[(72, 40), 'Starting'], [(80, 40), 'Feet'], [(64, 80), 'Hand'], [(32, 104), 'Hand'], [(48, 128), 'Hand'], [(64, 152), 'Finish'], [(84, 4), 'Feet'], [(68, 68), 'Feet'], [(68, 100), 'Feet']]"
First Go,rian_smyth,88,20,3,"[[(96, 40), 'Feet'], [(88, 72), 'Starting'], [(112, 72), 'Feet'], [(88, 80), 'Starting'], [(32, 96), 'Feet'], [(88, 112), 'Hand'], [(96, 112), 'Hand'], [(56, 128), 'Hand'], [(48, 152), 'Finish']]"
Courtesy of Margalit,aidanpatrick,199,25,3,"[[(32, 16), 'Feet'], [(16, 32), 'Starting'], [(24, 48), 'Feet'], [(56, 56), 'Starting'], [(40, 80), 'Hand'], [(32, 88), 'Feet'], [(64, 96), 'Hand'], [(40, 128), 'Hand'], [(64, 136), 'Hand'], [(72, 152), 'Finish']]"
Resetting 1.0,rikischwark,49,40,8,"[[(96, 32), 'Starting'], [(64, 40), 'Starting'], [(56, 80), 'Hand'], [(96, 88), 'Hand'], [(56, 104), 'Hand'], [(88, 128), 'Hand'], [(56, 144), 'Finish'], [(80, 152), 'Finish'], [(100, 4), 'Feet'], [(92, 28), 'Feet']]"
Orange Chicken Farts,GirthQuake,55,40,5,"[[(16, 40), 'Starting'], [(24, 40), 'Starting'], [(56, 56), 'Feet'], [(72, 56), 'Feet'], [(48, 64), 'Feet'], [(120, 64), 'Feet'], [(16, 72), 'Feet'], [(80, 72), 'Feet'], [(136, 80), 'Feet'], [(32, 88), 'Hand'], [(48, 88), 'Hand'], [(96, 88), 'Feet'], [(56, 96), 'Hand'], [(88, 120), 'Hand'], [(120, 120), 'Hand'], [(96, 128), 'Hand'], [(136, 152), 'Finish'], [(28, 4), 'Feet'], [(4, 4), 'Feet']]"
Pikachu's Academy Ver 1.0,supajona,50,40,1,"[[(24, 16), 'Feet'], [(16, 40), 'Starting'], [(16, 64), 'Hand'], [(16, 72), 'Hand'], [(8, 88), 'Hand'], [(32, 88), 'Hand'], [(24, 104), 'Hand'], [(24, 128), 'Hand'], [(8, 144), 'Hand'], [(24, 152), 'Finish'], [(4, 36), 'Feet']]"
Shakabra,kylevanhouse,81,40,7,"[[(32, 32), 'Starting'], [(64, 40), 'Starting'], [(64, 72), 'Hand'], [(24, 80), 'Hand'], [(96, 88), 'Hand'], [(56, 104), 'Hand'], [(80, 128), 'Hand'], [(56, 152), 'Finish'], [(60, 4), 'Feet'], [(68, 36), 'Feet'], [(84, 52), 'Feet'], [(76, 76), 'Feet']]"
dip baby dip,jonnygabc,43,40,5,"[[(104, 32), 'Starting'], [(72, 64), 'Hand'], [(104, 64), 'Hand'], [(64, 88), 'Hand'], [(64, 104), 'Hand'], [(96, 120), 'Hand'], [(96, 128), 'Hand'], [(96, 144), 'Hand'], [(56, 152), 'Finish'], [(64, 152), 'Finish'], [(116, 4), 'Feet'], [(76, 28), 'Feet'], [(60, 44), 'Feet'], [(108, 44), 'Feet'], [(52, 52), 'Feet'], [(100, 52), 'Feet'], [(108, 76), 'Feet'], [(116, 84), 'Feet'], [(92, 92), 'Feet']]"
Keathy Sukkkkyyyy,stone.gardens,47,40,6,"[[(88, 48), 'Starting'], [(72, 80), 'Hand'], [(112, 96), 'Hand'], [(96, 120), 'Hand'], [(128, 136), 'Hand'], [(104, 152), 'Finish'], [(84, 4), 'Feet'], [(132, 84), 'Feet']]"
unknown #90,spalermo,72,45,8,"[[(88, 24), 'Feet'], [(88, 32), 'Starting'], [(120, 64), 'Starting'], [(72, 72), 'Hand'], [(112, 80), 'Hand'], [(112, 88), 'Hand'], [(56, 112), 'Hand'], [(48, 152), 'Finish'], [(84, 4), 'Feet'], [(68, 68), 'Feet']]"
Crimpin' Ain't Easy,jtaplin26,40,0,4,"[[(40, 8), 'Feet'], [(48, 40), 'Starting'], [(64, 136), 'Hand'], [(80, 152), 'Finish'], [(60, 4), 'Feet'], [(68, 20), 'Feet'], [(68, 36), 'Feet'], [(44, 60), 'Hand'], [(60, 60), 'Hand'], [(52, 84), 'Hand'], [(84, 84), 'Hand'], [(68, 100), 'Hand'], [(84, 116), 'Hand']]"
Adriana’s V0,jwoods207,43,0,0,"[[(40, 16), 'Feet'], [(56, 16), 'Feet'], [(48, 40), 'Hand'], [(32, 48), 'Starting'], [(48, 64), 'Hand'], [(72, 64), 'Hand'], [(32, 72), 'Hand'], [(40, 88), 'Hand'], [(32, 104), 'Hand'], [(56, 112), 'Hand'], [(72, 128), 'Finish']]"
proper a$$is,JoschkaFischer,49,40,5,"[[(104, 8), 'Feet'], [(104, 32), 'Starting'], [(112, 40), 'Feet'], [(32, 64), 'Feet'], [(96, 72), 'Hand'], [(64, 88), 'Hand'], [(64, 96), 'Hand'], [(40, 112), 'Hand'], [(56, 136), 'Hand'], [(24, 152), 'Finish']]"
og hangar,hangar18longbeach,88,30,5,"[[(80, 16), 'Starting'], [(64, 24), 'Starting'], [(72, 56), 'Hand'], [(40, 64), 'Hand'], [(72, 88), 'Hand'], [(80, 88), 'Hand'], [(112, 104), 'Hand'], [(80, 120), 'Hand'], [(112, 152), 'Finish'], [(100, 4), 'Feet'], [(52, 20), 'Feet'], [(68, 36), 'Feet'], [(116, 68), 'Feet'], [(92, 76), 'Feet']]"
Blue,ratty_mobs,56,40,6,"[[(64, 48), 'Starting'], [(64, 56), 'Starting'], [(64, 88), 'Hand'], [(88, 120), 'Hand'], [(80, 152), 'Finish'], [(52, 20), 'Feet'], [(92, 28), 'Feet'], [(76, 92), 'Hand']]"
Jessica’s Brofest,GirthQuake,44,0,3,"[[(64, 32), 'Feet'], [(48, 40), 'Starting'], [(32, 48), 'Starting'], [(112, 64), 'Feet'], [(48, 80), 'Hand'], [(80, 96), 'Hand'], [(72, 120), 'Hand'], [(88, 144), 'Hand'], [(56, 152), 'Finish'], [(52, 4), 'Feet']]"
Final Form,daxxta,57,40,11,"[[(88, 24), 'Starting'], [(136, 32), 'Feet'], [(56, 48), 'Hand'], [(88, 64), 'Hand'], [(40, 96), 'Hand'], [(40, 112), 'Hand'], [(32, 120), 'Hand'], [(88, 144), 'Hand'], [(72, 152), 'Hand'], [(136, 152), 'Finish'], [(92, 28), 'Feet'], [(36, 36), 'Feet'], [(68, 36), 'Feet'], [(124, 44), '20'], [(52, 52), 'Feet'], [(28, 76), 'Feet'], [(4, 84), 'Feet'], [(84, 84), 'Feet'], [(44, 92), '21'], [(132, 100), 'Feet'], [(124, 124), '25']]"
Cheers!!,jwilder,260,0,1,"[[(104, 8), 'Feet'], [(112, 24), 'Feet'], [(104, 40), 'Starting'], [(112, 40), 'Feet'], [(88, 48), 'Starting'], [(48, 72), 'Feet'], [(104, 72), 'Hand'], [(48, 88), 'Feet'], [(112, 88), 'Hand'], [(80, 104), 'Hand'], [(88, 104), 'Hand'], [(64, 112), 'Hand'], [(56, 120), 'Hand'], [(48, 136), 'Hand'], [(48, 152), 'Finish']]"
epic warmup,lindsey27,76,15,1,"[[(112, 8), 'Feet'], [(96, 48), 'Starting'], [(136, 48), 'Starting'], [(104, 72), 'Hand'], [(80, 80), 'Hand'], [(80, 88), 'Feet'], [(48, 96), 'Feet'], [(96, 104), 'Hand'], [(72, 120), 'Hand'], [(48, 136), 'Hand'], [(72, 136), 'Hand'], [(32, 152), 'Finish'], [(48, 152), 'Finish'], [(92, 4), 'Feet'], [(76, 28), 'Feet'], [(68, 68), 'Feet']]"
Surprise Supplies,RJClimbs,94,20,5,"[[(56, 8), 'Feet'], [(40, 16), 'Feet'], [(32, 48), 'Starting'], [(64, 80), 'Hand'], [(80, 80), 'Hand'], [(96, 96), 'Hand'], [(112, 128), 'Hand'], [(88, 144), 'Hand'], [(56, 152), 'Finish'], [(76, 28), 'Feet']]"
svenja minus,kilterjackie,45,10,1,"[[(96, 8), 'Feet'], [(80, 8), 'Feet'], [(96, 24), 'Feet'], [(64, 32), 'Feet'], [(72, 40), 'Starting'], [(80, 40), 'Feet'], [(40, 48), 'Feet'], [(72, 56), 'Feet'], [(88, 56), 'Starting'], [(72, 64), 'Hand'], [(48, 72), 'Feet'], [(96, 72), 'Feet'], [(48, 80), 'Feet'], [(72, 80), 'Hand'], [(32, 96), 'Feet'], [(56, 96), 'Hand'], [(64, 96), 'Feet'], [(72, 112), 'Hand'], [(48, 136), 'Hand'], [(56, 136), 'Hand'], [(32, 152), 'Finish'], [(40, 152), 'Finish']]"
Gingers have souls 😈,Shawn_lab06,417,15,4,"[[(112, 16), 'Feet'], [(8, 40), 'Starting'], [(32, 48), 'Hand'], [(48, 48), 'Hand'], [(72, 56), 'Hand'], [(80, 56), 'Hand'], [(96, 72), 'Feet'], [(120, 72), 'Hand'], [(48, 80), 'Feet'], [(120, 112), 'Hand'], [(112, 120), 'Hand'], [(16, 128), 'Hand'], [(64, 128), 'Hand'], [(72, 128), 'Hand'], [(8, 152), 'Finish'], [(76, 4), 'Feet'], [(28, 4), 'Feet'], [(84, 20), 'Feet'], [(12, 92), 'Feet']]"
